12	George VI	Parents	George V	Section	10	List of titles and honours of King George VI	partial	(Main article: List of titles and honours of King George VI	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=26313,26357
12	George VI	Parents	George V	Section	9	Cultural depictions of King George VI	partial	(See also: Cultural depictions of King George VI	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=24665,24702
12	George VI	Parents	George V	Section	1	King George V	partial	George VI was born at York Cottage, on the Sandringham Estate in Norfolk, during the reign of his great-grandmother Queen Victoria. His father was Prince George, Duke of York (later King George V	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=2782,2795
12	George VI	Parents	George V	Section	15	Soundtrack of King George VI Coronation speech, 1937	partial	 * Footage of King George VI stammering in a 1938 speech  * Soundtrack of King George VI Coronation speech, 1937	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=29010,29062
12	George VI	Parents	George V	Section	15	"Archival material relating to George VI"	partial	 * Footage of King George VI stammering in a 1938 speech  * Soundtrack of King George VI Coronation speech, 1937  *  "Archival material relating to George VI"	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=29066,29108
12	George VI	Parents	George V	Section	15	Footage of King George VI stammering in a 1938 speech	partial	 * Footage of King George VI stammering in a 1938 speech	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=28953,29006
12	George VI	Parents	George V	Section	15	Portraits of King George VI	partial	 * Footage of King George VI stammering in a 1938 speech  * Soundtrack of King George VI Coronation speech, 1937  *  "Archival material relating to George VI". UK National Archives.  *  Portraits of King George VI	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=29135,29163
12	George VI	Parents	George V	Section	9	King George VI Reservoir	partial	There are a number of geographical features, roads, and institutions named after George VI. These include King George Hospital in London; King George VI Reservoir	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=25855,25879
12	George VI	Parents	George V	Section	9	King George VI Chase	partial	There are a number of geographical features, roads, and institutions named after George VI. These include King George Hospital in London; King George VI Reservoir in Surrey, United Kingdom; King George VI Highway and King George Boulevard in Surrey, British Columbia; Kingsway in Edmonton; George VI Sound in Antarctica; and the King George VI Chase	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=26046,26066
12	George VI	Parents	George V	Section	9	George VI Sound	partial	There are a number of geographical features, roads, and institutions named after George VI. These include King George Hospital in London; King George VI Reservoir in Surrey, United Kingdom; King George VI Highway and King George Boulevard in Surrey, British Columbia; Kingsway in Edmonton; George VI Sound	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=26007,26022
12	George VI	Parents	George V	Section	9	King George VI Highway	partial	There are a number of geographical features, roads, and institutions named after George VI. These include King George Hospital in London; King George VI Reservoir in Surrey, United Kingdom; King George VI Highway	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=25907,25929
12	George VI	Parents	George V	Abstract	0	George V	exact	Known as Albert until his accession, George VI was born in the reign of his great-grandmother Queen Victoria, and was named after his great-grandfather Albert, Prince Consort. As the second son of King George V	http://nif.dbpedia.org/wiki/en/George_VI?dbpv=2016-10&nif=phrase&char=470,478
13	Princess Margaret, Countess of Snowdon	Parents	George VI	Abstract	0	King George VI	partial	Princess Margaret, Countess of Snowdon, CI, GCVO, GCStJ (Margaret Rose; 21 August 1930 – 9 February 2002), often known as a child as Princess Margaret Rose but later simply as Princess Margaret, was the younger daughter of King George VI	http://nif.dbpedia.org/wiki/en/Princess_Margaret,_Countess_of_Snowdon?dbpv=2016-10&nif=phrase&char=223,237
13	Princess Margaret, Countess of Snowdon	Parents	George VI	Section	9.2	Royal Family Order of King George VI	partial	 * CI: Companion of the Crown of India, 12 June 1947  * GCVO: Dame Grand Cross of the Royal Victorian Order, 1 June 1953  * GCStJ: Dame Grand Cross of St John of Jerusalem, 20 June 1956  * Royal Victorian Chain, 21 August 1990  * Royal Family Order of King George V  * Royal Family Order of King George VI	http://nif.dbpedia.org/wiki/en/Princess_Margaret,_Countess_of_Snowdon?dbpv=2016-10&nif=phrase&char=25728,25764
15	Sweyn Forkbeard	Parents	Harald Bluetooth	Section	2	Harald Bluetooth	exact	Sweyn's father, Harald Bluetooth	http://nif.dbpedia.org/wiki/en/Sweyn_Forkbeard?dbpv=2016-10&nif=phrase&char=6971,6987
15	Sweyn Forkbeard	Parents	Harald Bluetooth	Abstract	0	Harald Bluetooth	exact	Sweyn Forkbeard (Old Norse: Sveinn Tjúguskegg; Danish: Sven(d) Tveskæg; 960 – 3 February 1014) was king of Denmark, England, and parts of Norway. His name appears as Swegen in the Anglo-Saxon Chronicle. He was the son of King Harald Bluetooth	http://nif.dbpedia.org/wiki/en/Sweyn_Forkbeard?dbpv=2016-10&nif=phrase&char=226,242
16	Alaa Mubarak	Parents	Hosni Mubarak	Abstract	0	Hosni Mubarak	exact	Alaa Mubarak (Arabic: علاء مبارك‎‎  IPA: [ʕæˈlæːʔ moˈbɑːɾɑk]) (born 26 November 1960 in Cairo) is an Egyptian businessman and the elder of two sons of Hosni Mubarak	http://nif.dbpedia.org/wiki/en/Alaa_Mubarak?dbpv=2016-10&nif=phrase&char=151,164
16	Alaa Mubarak	Parents	Hosni Mubarak	Section	1	Hosni Mubarak	exact	Alaa Mubarak was born in Cairo to Suzanne Mubarak and Hosni Mubarak	http://nif.dbpedia.org/wiki/en/Alaa_Mubarak?dbpv=2016-10&nif=phrase&char=335,348
17	James V of Scotland	Parents	James IV of Scotland	Section	1	James IV of Scotland	exact	James was son of King James IV of Scotland	http://nif.dbpedia.org/wiki/en/James_V_of_Scotland?dbpv=2016-10&nif=phrase&char=288,308
18	Caroline of Ansbach	Parents	John Frederick, Margrave of Brandenburg-Ansbach	Section	7.3	John Frederick, Margrave of Brandenburg-Ansbach	exact	The royal coat of arms of the United Kingdom are impaled with those of her father, John Frederick, Margrave of Brandenburg-Ansbach	http://nif.dbpedia.org/wiki/en/Caroline_of_Ansbach?dbpv=2016-10&nif=phrase&char=24033,24080
18	Caroline of Ansbach	Parents	John Frederick, Margrave of Brandenburg-Ansbach	Section	1	John Frederick, Margrave of Brandenburg-Ansbach	exact	Caroline was born on 1 March 1683 at Ansbach, the daughter of John Frederick, Margrave of Brandenburg-Ansbach	http://nif.dbpedia.org/wiki/en/Caroline_of_Ansbach?dbpv=2016-10&nif=phrase&char=2394,2441
22	Marie Antoinette	Parents	Maria Theresa	Abstract	0	Empress Maria Theresa	partial	Marie Antoinette (/ˈmæriˌæntwəˈnɛt/, /ˌɑ̃ːntwə-/, /ˌɑ̃ːtwə-/, US /məˈriː-/; French: [maʁi ɑ̃twanɛt]; born Maria Antonia Josepha Johanna (2 November 1755 – 16 October 1793), was the last Queen of France prior to the French Revolution. She was born an Archduchess of Austria, was the fifteenth and second youngest child of Empress Maria Theresa	http://nif.dbpedia.org/wiki/en/Marie_Antoinette?dbpv=2016-10&nif=phrase&char=321,342
22	Marie Antoinette	Parents	Maria Theresa	Section	1	Empress Maria Theresa	partial	Maria Antonia was born on 2 November 1755, at the Hofburg Palace, in Vienna. She was the youngest daughter of Empress Maria Theresa	http://nif.dbpedia.org/wiki/en/Marie_Antoinette?dbpv=2016-10&nif=phrase&char=2247,2268
25	John of Gaunt	Parents	Philippa of Hainault	Abstract	0	Philippa of Hainault	exact	John of Gaunt, 1st Duke of Lancaster, KG (6 March 1340 – 3 February 1399) was a member of the House of Plantagenet, the third of four surviving sons of King Edward III of England and Philippa of Hainault	http://nif.dbpedia.org/wiki/en/John_of_Gaunt?dbpv=2016-10&nif=phrase&char=183,203
27	Halfdan Ragnarsson	Parents	Ragnar Lodbrok	Abstract	0	Ragnar Lodbrok	exact	Halfdan Ragnarsson (Old Norse: Hálfdan; Old English: Halfdene or Healfdene; Old Irish: Albann; died 877) was a Viking leader and a commander of the Great Heathen Army which invaded the Anglo-Saxon kingdoms of England, starting in 865. According to the tradition recorded in the Norse sagas he was one of the sons of Ragnar Lodbrok	http://nif.dbpedia.org/wiki/en/Halfdan_Ragnarsson?dbpv=2016-10&nif=phrase&char=316,330
28	Anne Neville	Parents	Richard Neville, 16th Earl of Warwick	Abstract	0	Richard Neville, 16th Earl of Warwick	exact	Anne Neville (11 June 1456 – 16 March 1485) was an English queen, the daughter of Richard Neville, 16th Earl of Warwick	http://nif.dbpedia.org/wiki/en/Anne_Neville?dbpv=2016-10&nif=phrase&char=82,119
28	Anne Neville	Parents	Richard Neville, 16th Earl of Warwick	Section	1	Richard Neville, 16th Earl of Warwick	exact	Anne Neville was born at Warwick Castle, the younger daughter of Richard Neville, 16th Earl of Warwick	http://nif.dbpedia.org/wiki/en/Anne_Neville?dbpv=2016-10&nif=phrase&char=1251,1288
29	Vladimir the Great	Parents	Sviatoslav I of Kiev	Section	1	Sviatoslav I of Kiev	exact	Born in 958, Vladimir was the natural son and youngest son of Sviatoslav I of Kiev	http://nif.dbpedia.org/wiki/en/Vladimir_the_Great?dbpv=2016-10&nif=phrase&char=1186,1206
30	Cnut the Great	Parents	Sweyn Forkbeard	Abstract	0	Sweyn Forkbeard	exact	Cnut's father was Sweyn Forkbeard	http://nif.dbpedia.org/wiki/en/Cnut_the_Great?dbpv=2016-10&nif=phrase&char=823,838
30	Cnut the Great	Parents	Sweyn Forkbeard	Section	1	Sweyn Forkbeard	exact	Cnut was a son of the Danish Prince Sweyn Forkbeard	http://nif.dbpedia.org/wiki/en/Cnut_the_Great?dbpv=2016-10&nif=phrase&char=2945,2960
30	Cnut the Great	Parents	Sweyn Forkbeard	Section	2.1	Sweyn Forkbeard	exact	Wessex, long ruled by the dynasty of Alfred and Aethelred, submitted to Cnut late in 1015, as it had to his father two years earlier. At this point Eadric Streona, the Ealdorman of Mercia, deserted Aethelred together with 40 ships and their crews and joined forces with Cnut. Another defector was Thorkell the Tall, a Jomsviking chief who had fought against the Viking invasion of Sweyn Forkbeard	http://nif.dbpedia.org/wiki/en/Cnut_the_Great?dbpv=2016-10&nif=phrase&char=11386,11401
31	Rusudan of Georgia	Parents	Tamar of Georgia	Section	1	Tamar of Georgia	exact	Daughter of Queen Tamar of Georgia	http://nif.dbpedia.org/wiki/en/Rusudan_of_Georgia?dbpv=2016-10&nif=phrase&char=132,148
32	Otto III, Holy Roman Emperor	Parents	Theophanu	Section	2.1	Theophanu	exact	Otto III's cousin Henry II had been deposed as Duke of Bavaria by Otto II in 976 following his failed rebellion and imprisoned under the Bishopric of Utrecht. Following Otto II's death, Henry was released from prison. As Otto III's nearest male Ottonian relative, Henry II claimed the regency over his infant cousin. Archbishop of Cologne Warin granted Henry II the regency without substantial opposition. Only Otto III's mother Theophanu	http://nif.dbpedia.org/wiki/en/Otto_III,_Holy_Roman_Emperor?dbpv=2016-10&nif=word&char=5379,5388
32	Otto III, Holy Roman Emperor	Parents	Theophanu	Abstract	0	Theophanu	exact	Otto III (June/July 980 – 23 January 1002) was Holy Roman Emperor from 996 until his early death in 1002. A member of the Ottonian dynasty, Otto III was the only son of the Emperor Otto II and his wife Theophanu	http://nif.dbpedia.org/wiki/en/Otto_III,_Holy_Roman_Emperor?dbpv=2016-10&nif=word&char=202,211
32	Otto III, Holy Roman Emperor	Parents	Theophanu	Section	2.2	Theophanu	exact	The regency of Theophanu	http://nif.dbpedia.org/wiki/en/Otto_III,_Holy_Roman_Emperor?dbpv=2016-10&nif=word&char=8379,8388
32	Otto III, Holy Roman Emperor	Parents	Theophanu	Section	1	Theophanu	exact	Otto III was born in June or July 980 somewhere between Aachen and Nijmegen (modern-day North Rhine-Westphalia). The only son of Emperor Otto II and his wife Theophanu	http://nif.dbpedia.org/wiki/en/Otto_III,_Holy_Roman_Emperor?dbpv=2016-10&nif=word&char=3078,3087
33	Titus	Parents	Vespasian	Section	3.3	Vespasian	exact	Construction of the Flavian Amphitheatre, presently better known as the Colosseum, was begun in 70 under Vespasian	http://nif.dbpedia.org/wiki/en/Titus?dbpv=2016-10&nif=word&char=18571,18580
33	Titus	Parents	Vespasian	Abstract	0	Vespasian	exact	Titus (Latin: Titus Flāvius Caesar Vespasiānus Augustus; 30 December 39 AD – 13 September 81 AD) was Roman emperor from 79 to 81. A member of the Flavian dynasty, Titus succeeded his father Vespasian	http://nif.dbpedia.org/wiki/en/Titus?dbpv=2016-10&nif=word&char=190,199
33	Titus	Parents	Vespasian	Section	3.3	Temple of Vespasian and Titus	partial	Practice of the imperial cult was revived by Titus, though apparently it met with some difficulty as Vespasian was not deified until six months after his death. To further honor and glorify the Flavian dynasty, foundations were laid for what would later become the Temple of Vespasian and Titus	http://nif.dbpedia.org/wiki/en/Titus?dbpv=2016-10&nif=phrase&char=19816,19845
33	Titus	Parents	Vespasian	Section	1	Titus Flavius Vespasianus	partial	Titus was born in Rome, probably on 30 December 39 AD, as the eldest son of Titus Flavius Vespasianus	http://nif.dbpedia.org/wiki/en/Titus?dbpv=2016-10&nif=phrase&char=1730,1755
33	Titus	Parents	Vespasian	Section	1.1	Vespasian	exact	Nevertheless, Petro managed to improve his status by marrying the extremely wealthy Tertulla, whose fortune guaranteed the upwards mobility of Petro's son Titus Flavius Sabinus I, Titus's grandfather. Sabinus himself amassed further wealth and possible equestrian status through his services as tax collector in Asia and banker in Helvetia. By marrying Vespasia Polla he allied himself to the more prestigious patrician gens Vespasia, ensuring the elevation of his sons Titus Flavius Sabinus II and Vespasian	http://nif.dbpedia.org/wiki/en/Titus?dbpv=2016-10&nif=word&char=3121,3130
34	Christian De Sica	Parents	Vittorio De Sica	Section	1	Vittorio De Sica	exact	De Sica was born in Rome, Italy, the second son of Italian director Vittorio De Sica	http://nif.dbpedia.org/wiki/en/Christian_De_Sica?dbpv=2016-10&nif=phrase&char=208,224
34	Christian De Sica	Parents	Vittorio De Sica	Section	2	Vittorio De Sica	exact	With his father's help, he was able to take his first steps in the movie world with such teachers and mentors as Roberto Rossellini (Blaise Pascal, 1971), Vittorio De Sica	http://nif.dbpedia.org/wiki/en/Christian_De_Sica?dbpv=2016-10&nif=phrase&char=1082,1098
35	Yaroslav the Wise	Parents	Vladimir the Great	Abstract	0	Vladimir the Great	exact	A son of the Varangian Grand Prince Vladimir the Great	http://nif.dbpedia.org/wiki/en/Yaroslav_the_Wise?dbpv=2016-10&nif=phrase&char=548,566
36	Casimir IV Jagiellon	Parents	Władysław II Jagiełło	Section	1	Władysław II Jagiełło	exact	Casimir Jagiellon was the third and youngest son of King Władysław II Jagiełło	http://nif.dbpedia.org/wiki/en/Casimir_IV_Jagiellon?dbpv=2016-10&nif=phrase&char=1538,1559
41	Kunala	Parents	Rani Padmavati	Section	2	Rani Padmavati	exact	Due to the death of his birth mother, Rani Padmavati	http://nif.dbpedia.org/wiki/en/Kunala?dbpv=2016-10&nif=phrase&char=1038,1052
42	Elizabeth Somerset, Baroness Herbert	Parents	William Herbert, 2nd Earl of Pembroke	Abstract	0	William Herbert, 2nd Earl of Pembroke	exact	Elizabeth Herbert, 3rd Baroness Herbert (c. 1476 – 27 August 1507) was the sole heir and daughter of William Herbert, 2nd Earl of Pembroke	http://nif.dbpedia.org/wiki/en/Elizabeth_Somerset,_Baroness_Herbert?dbpv=2016-10&nif=phrase&char=101,138
45	John Stewart, Duke of Albany	Parents	Alexander Stewart, Duke of Albany	Section	1	Alexander Stewart, Duke of Albany	exact	John was a son of Alexander Stewart, Duke of Albany	http://nif.dbpedia.org/wiki/en/John_Stewart,_Duke_of_Albany?dbpv=2016-10&nif=phrase&char=233,266
47	Tom Parker Bowles	Parents	Andrew Parker Bowles	Abstract	0	Andrew Parker Bowles	exact	Parker Bowles is the son of Camilla, Duchess of Cornwall and Andrew Parker Bowles	http://nif.dbpedia.org/wiki/en/Tom_Parker_Bowles?dbpv=2016-10&nif=phrase&char=490,510
48	Arthur Ochs Sulzberger	Parents	Arthur Hays Sulzberger	Section	1	Arthur Hays Sulzberger	exact	Sulzberger was born on February 5, 1926, in New York City to Jewish parents Arthur Hays Sulzberger	http://nif.dbpedia.org/wiki/en/Arthur_Ochs_Sulzberger?dbpv=2016-10&nif=phrase&char=520,542
48	Arthur Ochs Sulzberger	Parents	Arthur Hays Sulzberger	Section	2	Arthur Hays Sulzberger	exact	Sulzberger became publisher of The New York Times in 1963, after the death of his sister Marian's husband, Orvil Dryfoos, who had been publisher for less than two years. Sulzberger was 37 at the time, the youngest publisher in Times history. Prior to Dryfoos, Sulzberger's father, Arthur Hays Sulzberger	http://nif.dbpedia.org/wiki/en/Arthur_Ochs_Sulzberger?dbpv=2016-10&nif=phrase&char=1500,1522
49	Rita Dalla Chiesa	Parents	Carlo Alberto Dalla Chiesa	Abstract	0	Carlo Alberto Dalla Chiesa	exact	Her father was the general Carlo Alberto Dalla Chiesa	http://nif.dbpedia.org/wiki/en/Rita_Dalla_Chiesa?dbpv=2016-10&nif=phrase&char=98,124
50	Charles Howard, 11th Duke of Norfolk	Parents	Charles Howard, 10th Duke of Norfolk	Abstract	0	Charles Howard, 10th Duke of Norfolk	exact	Charles Howard, 11th Duke of Norfolk (15 March 1746 – 16 December 1815), styled Earl of Surrey from 1777 to 1786, was a British peer, the son of Charles Howard, 10th Duke of Norfolk	http://nif.dbpedia.org/wiki/en/Charles_Howard,_11th_Duke_of_Norfolk?dbpv=2016-10&nif=phrase&char=145,181
51	Brian Koppelman	Parents	Charles Koppelman	Section	1	Charles Koppelman	exact	Koppelman was born in 1966 in Roslyn Harbor to a Jewish family, the son of Brenda "Bunny" and Charles Koppelman	http://nif.dbpedia.org/wiki/en/Brian_Koppelman?dbpv=2016-10&nif=phrase&char=526,543
52	Henry Ernest of Stolberg-Wernigerode	Parents	Christian Ernest of Stolberg-Wernigerode	Section	1	Christian Ernest of Stolberg-Wernigerode	exact	Henry Ernest was the eldest surviving son of Count Christian Ernest of Stolberg-Wernigerode	http://nif.dbpedia.org/wiki/en/Henry_Ernest_of_Stolberg-Wernigerode?dbpv=2016-10&nif=phrase&char=425,465
53	Henry of Stolberg-Wernigerode	Parents	Christian Frederick of Stolberg-Wernigerode	Section	1	Christian Frederick of Stolberg-Wernigerode	exact	Count Henry was the eldest son of Count Christian Frederick of Stolberg-Wernigerode	http://nif.dbpedia.org/wiki/en/Henry_of_Stolberg-Wernigerode?dbpv=2016-10&nif=phrase&char=229,272
54	Louise of Stolberg-Wernigerode	Parents	Christian Frederick of Stolberg-Wernigerode	Abstract	0	Christian Frederick of Stolberg-Wernigerode	exact	Louise was a member of the House of Stolberg, from the Harz area. She was the second eldest daughter of Count Christian Frederick of Stolberg-Wernigerode	http://nif.dbpedia.org/wiki/en/Louise_of_Stolberg-Wernigerode?dbpv=2016-10&nif=phrase&char=252,295
55	Dan II of Wallachia	Parents	Dan I of Wallachia	Section	1	Dan I of Wallachia	exact	Dan was the son of Dan I of Wallachia	http://nif.dbpedia.org/wiki/en/Dan_II_of_Wallachia?dbpv=2016-10&nif=phrase&char=397,415
56	John Parke Custis	Parents	Daniel Parke Custis	Section	1	Daniel Parke Custis	exact	The son of Daniel Parke Custis	http://nif.dbpedia.org/wiki/en/John_Parke_Custis?dbpv=2016-10&nif=phrase&char=164,183
58	Jesse Johnson (actor)	Parents	Don Johnson	Abstract	0	Don Johnson	exact	Jesse Wayne Johnson (born December 7, 1982) is an American actor. He is the son of actors Don Johnson	http://nif.dbpedia.org/wiki/en/Jesse_Johnson_(actor)?dbpv=2016-10&nif=phrase&char=90,101
60	Arnold Buffum Chace	Parents	Elizabeth Buffum Chace	Section	1	Elizabeth Buffum Chace	exact	Arnold was born November 10, 1845 in Cumberland, Rhode Island. His grandfather Oliver Chace was founder of the Valley Falls textile company, which later became Berkshire Hathaway. His parents Samuel Buffington Chace and Elizabeth Buffum Chace	http://nif.dbpedia.org/wiki/en/Arnold_Buffum_Chace?dbpv=2016-10&nif=phrase&char=409,431
61	Frank Holl	Parents	Francis Holl	Section	1	Francis Holl	exact	Holl was born in London to family of noted engravers, being the son of Francis Holl	http://nif.dbpedia.org/wiki/en/Frank_Holl?dbpv=2016-10&nif=phrase&char=197,209
62	Rosella Sensi	Parents	Franco Sensi	Abstract	0	Franco Sensi	exact	She is a graduate of the Libera Università Internazionale degli Studi Sociali Guido Carli (LUISS). She has held the post of managing director and, since August 28, 2008, also the Presidency of Roma, replacing her father, Franco Sensi	http://nif.dbpedia.org/wiki/en/Rosella_Sensi?dbpv=2016-10&nif=phrase&char=495,507
63	Ramesh Sippy	Parents	G. P. Sippy	Abstract	0	G. P. Sippy	exact	Sippy's father was producer G. P. Sippy	http://nif.dbpedia.org/wiki/en/Ramesh_Sippy?dbpv=2016-10&nif=phrase&char=323,334
64	George Mason II	Parents	George Mason I	Section	4	George Mason III	partial	 * Ann Fowke Mason Fitzhugh Darrell Smith  * Elizabeth Mason Roy  * George Mason III	http://nif.dbpedia.org/wiki/en/George_Mason_II?dbpv=2016-10&nif=phrase&char=1562,1578
64	George Mason II	Parents	George Mason I	Abstract	0	George Mason IV	partial	George Mason II (1660–1716) was an early American planter and statesman. Mason was the grandfather of George Mason IV	http://nif.dbpedia.org/wiki/en/George_Mason_II?dbpv=2016-10&nif=phrase&char=102,117
64	George Mason II	Parents	George Mason I	Section	1	George Mason I	exact	Mason was born in 1660 at Accokeek plantation in Stafford County, Virginia. He was the only son of George Mason I	http://nif.dbpedia.org/wiki/en/George_Mason_II?dbpv=2016-10&nif=phrase&char=270,284
65	George Mason III	Parents	George Mason II	Section	1	George Mason II	exact	Mason was born in 1690 at Chopawamsic plantation in Stafford County, Virginia. He was the eldest son of George Mason II	http://nif.dbpedia.org/wiki/en/George_Mason_III?dbpv=2016-10&nif=phrase&char=295,310
66	George Mason VI	Parents	George Mason V	Abstract	0	George Mason V	exact	George Mason VI (August 11, 1786 - August 21, 1834) was a prominent Virginia planter. Mason was the eldest son of planter and businessman George Mason V	http://nif.dbpedia.org/wiki/en/George_Mason_VI?dbpv=2016-10&nif=phrase&char=138,152
66	George Mason VI	Parents	George Mason V	Section	1	George Mason V	exact	Born on 11 August 1786 in Fairfax County, Virginia, Mason was the eldest son of George Mason V	http://nif.dbpedia.org/wiki/en/George_Mason_VI?dbpv=2016-10&nif=phrase&char=384,398
67	Edward Porter Humphrey	Parents	Heman Humphrey	Section	1	Heman Humphrey	exact	Humphrey was the son of Congregationalist minister and second president of Amherst College Heman Humphrey	http://nif.dbpedia.org/wiki/en/Edward_Porter_Humphrey?dbpv=2016-10&nif=phrase&char=478,492
68	Christian Frederick of Stolberg-Wernigerode	Parents	Henry Ernest of Stolberg-Wernigerode	Abstract	0	Henry Ernest of Stolberg-Wernigerode	exact	Count Christian Frederick of Stolberg-Wernigerode (German: Christian Friedrich (Graf) zu Stolberg-Wernigerode; 8 January 1746, Wernigerode Castle – 26 May 1824, Peterwaldau) was the only son of Count Henry Ernest of Stolberg-Wernigerode	http://nif.dbpedia.org/wiki/en/Christian_Frederick_of_Stolberg-Wernigerode?dbpv=2016-10&nif=phrase&char=200,236
69	Judah Touro	Parents	Isaac Touro	Section	1	Isaac Touro	exact	His father, Isaac Touro	http://nif.dbpedia.org/wiki/en/Judah_Touro?dbpv=2016-10&nif=phrase&char=130,141
69	Judah Touro	Parents	Isaac Touro	Section	4	Isaac Touro	exact	Touro College, chartered in New York State in 1970, takes its name from the Touro family of Judah Touro and Isaac Touro	http://nif.dbpedia.org/wiki/en/Judah_Touro?dbpv=2016-10&nif=phrase&char=5538,5549
70	Deborah Watling	Parents	Jack Watling	Abstract	0	Jack Watling	exact	Watling was born at Fulmer, Buckinghamshire, the daughter of actors Jack Watling	http://nif.dbpedia.org/wiki/en/Deborah_Watling?dbpv=2016-10&nif=phrase&char=250,262
71	Dilys Watling	Parents	Jack Watling	Abstract	0	Jack Watling	exact	The daughter of actor Jack Watling	http://nif.dbpedia.org/wiki/en/Dilys_Watling?dbpv=2016-10&nif=phrase&char=219,231
72	Zaynab bint Jahsh	Parents	Jahsh ibn Riyab	Section	1	Jahsh ibn Riyab	exact	Zaynab's father was Jahsh ibn Riyab	http://nif.dbpedia.org/wiki/en/Zaynab_bint_Jahsh?dbpv=2016-10&nif=phrase&char=165,180
