number of equals =	1363
number of contains =	550
notInAbstractList =	8227
Appoaches:
	Sbj-Obj =	1363
	Pronoun-Obj =	550
Extraction:
	In Sentence =	1644
	In Paragraph =	269
Blank Sentences =	3
Number of articles not found in 2016-10 wikipedia nif version =	68	Alona_Barkat,Karri_Käyhkö,Pekka_Lairola,Märta_Blomstedt,Steven_Hutchinson,Bakare_Kone,Hans-Ulrich_Dürst,Tiago_Portuga,Jean-Baptiste_Mockey,Barbara_McDermott,Keith_Carlos__Keith_Carlos__1,Isa_Pola,Carlo_Tononi,Guido_Fantoni,Leonardo_Cremonini,Paolo_La_Rosa,Gloria_Christian,Eugene_%22Sdwig%22_Zvidionny,Leo_%22K'millian%22_Moyo,Oleg_Pungin,Shota_Omine,Yuu_Tejima,Kiyoe_Yoshioka,Peeco,Takahiro_Imanami,Moriji_Mochida,Toyo_Asayama,Andriy_Lunin,Chihiro_Noda,Yu_Tamura_(footballer),Hiroshi_Miyaoka,Dilpreet_Dhillon,Marnie_Mosiman,Ikuko_Yoda,Hikaru_Sato__Hikaru_Sato__1,Nick_Thometz,Taiki_Tamukai,Boris_Gorbatov,Hisashi_Takeda,Natsuki_Sato,Nataliya_Obmochaeva,Mohammad_Reza_Tonekaboni,Hashiru_Shimono,Hayato_Ikegaya,Kristine_Marie_Jensen,Nobuyuki_Shiina,Ryuji_Okada,Takuro_Uehara,Yuya_Hikichi_(footballer,_born_1990),Yuya_Nakasaka,Masato_Yuzawa,Takuya_Kakine,Yusaku_Toyoshima,Nastassia_Staravoitava,Nail_Mukhamedyarov,Sohichiro_Amaya,Sakura_Miyajima,Akihiro_Higashide,Ayatollah_Sheykh_Gholam_Hossein_Tabrizi,Ko_Kyung-te,Yuma_Takahashi,Jeff_Stinco,Atsushi_Ugumori,Kohei_Hattori,Koki_Matsuzawa,Ryota_Sekiya,Shun_Takagi,Yoshiki_Matsushita,
Kind of Match	Section	Section Title	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	0	Abstract	In Sentence	Sbj-Obj		Haifa	http://dbpedia.org/resource/Danniel_Danniel	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Haifa	Danniel Danniel (Hebrew: דניאל דניאל‎‎; born 1950 in Haifa	Danniel Danniel (Hebrew: דניאל דניאל‎‎; born 1950 in Haifa) is an award winning Israeli film director, screenwriter and film editor living in the Netherlands since at least 1980. He graduated from the Netherlands Film and Television Academy (NFTVA) in 1981. His 1987 short film Ei won the Best International Fantasy Film Award. He directed the 2003 documentary on the Palestinian conflict Arna's Children.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Haifa	http://dbpedia.org/resource/Emile_Touma	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Haifa	Emile was born in Haifa	Emile Touma (Arabic: إميل توما, Hebrew: אמיל תומא, March 16, 1919 – Aug. 27, 1985), was a Palestinian and Israeli Arab political historian, journalist and theorist. Emile was born in Haifa to an Orthodox Christian family in 1919. He attended the Orthodox School in Haifa, then went to Jerusalem to the St. George's School to complete his high school studies. He enrolled in Cambridge University but left it in 1939 when World War II started. In that year he joined the Palestinian communists. In 1944 Touma, Fuad Nassar and Emile Habibi established a new newspaper, Al-Ittihad, which published its first edition on 14 May 1944. He was arrested in Lebanon in 1948. In 1949 he returned to Haifa and continued working as editor-in-chief of Al-Ittihad. In 1965 he joined the eastrization foundation in Moscow where he got his PhD in History for his dissertation on Arab nationalism, "The March of the Arab Peoples and the Problems of Arab Unity" ("مسيرة الشعوب العربية ومشاكل الوحدة العربية") In 1942, along with Dr. Haidar Abdel-Shafi, and the late Mukhlis Amer, Habibi and Mufid Nashashibi, Touma was a founder of the Palestinian National Liberation League. He wrote 15 books and hundreds of articles about politics, history and culture. He was married to Chaia Touma, an Israeli ceramic artist of Jewish background, originally from Moldova.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Haifa	http://dbpedia.org/resource/Emile_Touma	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Haifa	Emile was born in Haifa	Emile Touma (Arabic: إميل توما, Hebrew: אמיל תומא, March 16, 1919 – Aug. 27, 1985), was a Palestinian and Israeli Arab political historian, journalist and theorist. Emile was born in Haifa to an Orthodox Christian family in 1919. He attended the Orthodox School in Haifa, then went to Jerusalem to the St. George's School to complete his high school studies. He enrolled in Cambridge University but left it in 1939 when World War II started. In that year he joined the Palestinian communists. In 1944 Touma, Fuad Nassar and Emile Habibi established a new newspaper, Al-Ittihad, which published its first edition on 14 May 1944. He was arrested in Lebanon in 1948. In 1949 he returned to Haifa and continued working as editor-in-chief of Al-Ittihad. In 1965 he joined the eastrization foundation in Moscow where he got his PhD in History for his dissertation on Arab nationalism, "The March of the Arab Peoples and the Problems of Arab Unity" ("مسيرة الشعوب العربية ومشاكل الوحدة العربية") In 1942, along with Dr. Haidar Abdel-Shafi, and the late Mukhlis Amer, Habibi and Mufid Nashashibi, Touma was a founder of the Palestinian National Liberation League. He wrote 15 books and hundreds of articles about politics, history and culture. He was married to Chaia Touma, an Israeli ceramic artist of Jewish background, originally from Moldova.	
Equal	0	Abstract	In Sentence	Pronoun-Obj		Haifa	http://dbpedia.org/resource/Emile_Touma	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Haifa	(**he=Emile Touma**): he returned to Haifa	Emile Touma (Arabic: إميل توما, Hebrew: אמיל תומא, March 16, 1919 – Aug. 27, 1985), was a Palestinian and Israeli Arab political historian, journalist and theorist. Emile was born in Haifa to an Orthodox Christian family in 1919. He attended the Orthodox School in Haifa, then went to Jerusalem to the St. George's School to complete his high school studies. He enrolled in Cambridge University but left it in 1939 when World War II started. In that year he joined the Palestinian communists. In 1944 Touma, Fuad Nassar and Emile Habibi established a new newspaper, Al-Ittihad, which published its first edition on 14 May 1944. He was arrested in Lebanon in 1948. In 1949 he returned to Haifa and continued working as editor-in-chief of Al-Ittihad. In 1965 he joined the eastrization foundation in Moscow where he got his PhD in History for his dissertation on Arab nationalism, "The March of the Arab Peoples and the Problems of Arab Unity" ("مسيرة الشعوب العربية ومشاكل الوحدة العربية") In 1942, along with Dr. Haidar Abdel-Shafi, and the late Mukhlis Amer, Habibi and Mufid Nashashibi, Touma was a founder of the Palestinian National Liberation League. He wrote 15 books and hundreds of articles about politics, history and culture. He was married to Chaia Touma, an Israeli ceramic artist of Jewish background, originally from Moldova.	
Contains	0	Abstract	In Sentence	Pronoun-Obj		University of Turku	http://dbpedia.org/resource/Riku_Korhonen	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Turku	(**he=Riku Korhonen**): he taught creative writing at the University of Turku	Riku Korhonen (born 1972) is a Finnish writer and journalist. Before turning to writing full-time, he taught creative writing at the University of Turku. Korhonen's first novel Kahden ja yhden yön tarinoita was published in 2003 and won the Helsingin Sanomat Literature Prize. His second novel Lääkäriromaani won the Kalevi Jäntti prize and the EU Prize for Literature. Korhonen writes regularly for the newspaper Helsingin Sanomat. Korhonen usually writes on topics that are serious. But he does so in an amusing way, characterized by a strong narrative. He used to teach in a high school and a lecturer of creative writing at the University of Turku before he turned into a full-time writer and columnist. His debut novel was adapted into a stage play by Turku City Theatre.	
Contains	0	Abstract	In Sentence	Pronoun-Obj		University of Turku	http://dbpedia.org/resource/Riku_Korhonen	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Turku	(**his=Riku Korhonen**): His debut novel was adapted into a stage play by Turku	Riku Korhonen (born 1972) is a Finnish writer and journalist. Before turning to writing full-time, he taught creative writing at the University of Turku. Korhonen's first novel Kahden ja yhden yön tarinoita was published in 2003 and won the Helsingin Sanomat Literature Prize. His second novel Lääkäriromaani won the Kalevi Jäntti prize and the EU Prize for Literature. Korhonen writes regularly for the newspaper Helsingin Sanomat. Korhonen usually writes on topics that are serious. But he does so in an amusing way, characterized by a strong narrative. He used to teach in a high school and a lecturer of creative writing at the University of Turku before he turned into a full-time writer and columnist. His debut novel was adapted into a stage play by Turku City Theatre.	
Equal	0	Abstract	In Sentence	Pronoun-Obj		Turku	http://dbpedia.org/resource/Reino_Poutanen	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Turku	(**he=Reino Poutanen**): He was born in Turku	Reino Richard Poutanen (born February 21, 1928) is a Finnish rower who competed in the 1956 Summer Olympics and in the 1960 Summer Olympics. He was born in Turku. In 1956 he was a crew member of the Finnish boat which won the bronze medal in the coxed fours event. He was also part of the Finnish boat which was eliminated in the repechage of the coxless fours competition. Four years later he was eliminated with the Finnish boat in the semi-finals of the coxed fours event.	
Contains	0	Abstract	In Sentence	Sbj-Obj		FC SKChF Sevastopol	http://dbpedia.org/resource/Aleksandr_Danishevsky	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Sevastopol	Aleksandr Vladimirovich Danishevsky (Russian: Александр Владимирович Данишевский; born February 23, 1984 in Sevastopol) is a Russian professional footballer who last played for FC SKChF Sevastopol	Aleksandr Vladimirovich Danishevsky (Russian: Александр Владимирович Данишевский; born February 23, 1984 in Sevastopol) is a Russian professional footballer who last played for FC SKChF Sevastopol. He made his debut in the Russian Premier League in 2001 for Spartak Moscow. He played 1 game for Spartak Moscow in the UEFA Champions League 2001–02, 6 games in the UEFA Champions League 2002–03 and 3 games in the UEFA Cup 2003–04. On 1 September 2014, he signed for FC SKChF Sevastopol, which plays in Zone South of the Russian Second Division.	
Contains	0	Abstract	In Sentence	Sbj-Obj		FC SKChF Sevastopol	http://dbpedia.org/resource/Aleksandr_Danishevsky	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Sevastopol	Aleksandr Vladimirovich Danishevsky (Russian: Александр Владимирович Данишевский; born February 23, 1984 in Sevastopol) is a Russian professional footballer who last played for FC SKChF Sevastopol	Aleksandr Vladimirovich Danishevsky (Russian: Александр Владимирович Данишевский; born February 23, 1984 in Sevastopol) is a Russian professional footballer who last played for FC SKChF Sevastopol. He made his debut in the Russian Premier League in 2001 for Spartak Moscow. He played 1 game for Spartak Moscow in the UEFA Champions League 2001–02, 6 games in the UEFA Champions League 2002–03 and 3 games in the UEFA Cup 2003–04. On 1 September 2014, he signed for FC SKChF Sevastopol, which plays in Zone South of the Russian Second Division.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Sevastopol	http://dbpedia.org/resource/Aleksandr_Danishevsky	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Sevastopol	Aleksandr Vladimirovich Danishevsky (Russian: Александр Владимирович Данишевский; born February 23, 1984 in Sevastopol	Aleksandr Vladimirovich Danishevsky (Russian: Александр Владимирович Данишевский; born February 23, 1984 in Sevastopol) is a Russian professional footballer who last played for FC SKChF Sevastopol. He made his debut in the Russian Premier League in 2001 for Spartak Moscow. He played 1 game for Spartak Moscow in the UEFA Champions League 2001–02, 6 games in the UEFA Champions League 2002–03 and 3 games in the UEFA Cup 2003–04. On 1 September 2014, he signed for FC SKChF Sevastopol, which plays in Zone South of the Russian Second Division.	
Contains	0	Abstract	In Sentence	Sbj-Obj		FC Inter Turku	http://dbpedia.org/resource/Jermu_Gustafsson	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Turku	Jermu Gustafsson (born 22 June 1986) is a Finnish former footballer and current coach of the A Youth of FC Inter Turku	Jermu Gustafsson (born 22 June 1986) is a Finnish former footballer and current coach of the A Youth of FC Inter Turku.	
Contains	0	Abstract	In Sentence	Pronoun-Obj		TPS Turku	http://dbpedia.org/resource/Max_Kolu	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Turku	(**he=Max Kolu**): He is currently playing for TPS Turku	Max Kolu (born July 7, 1983 in Turku, Finland) is a Finnish professional ice hockey player. He is currently playing for TPS Turku of the SM-liiga.	
Contains	0	Abstract	In Sentence	Sbj-Obj		Hapoel Haifa	http://dbpedia.org/resource/Oshri_Roash	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Haifa	Oshri Roash (Hebrew: אושרי רואש born 25 July 1988) is an Israeli footballer currently playing for Hapoel Haifa	Oshri Roash (Hebrew: אושרי רואש born 25 July 1988) is an Israeli footballer currently playing for Hapoel Haifa	
Equal	0	Abstract	In Sentence	Sbj-Obj		Haifa	http://dbpedia.org/resource/Aviem_Sella	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Haifa	Aviem Sella (originally Slibiosiky), was born in Haifa	Aviem Sella (Hebrew: אביאם סלע‎‎, born January 7, 1946) is a former colonel in the Israeli Air Force. Aviem Sella (originally Slibiosiky), was born in Haifa during the Mandate era. He studied at the Hebrew Reali School, and began his national service in the Israel Defense Forces in 1963, joining the Israeli Air Force as a fighter pilot. In 1967, he fought in the Six-Day War with 109 Squadron. He was one of the first Israeli pilots to fly F-4 Phantom jets, and was also one of the founders of 69 Squadron. He fought in the War of Attrition of 1967-1970, participating in Operation Priha (January-April 1970) and Operation Rimon 20 (July 1970). The outbreak of the Yom Kippur War in 1973 found Sella in the United States studying at a professional course; he returned to Israel and fought in the war as deputy commander of 69 Squadron. Between 1976 and 1979 he commanded 201 Squadron, and between 1980 and 1983, he served as the Air Force's Director of Operations. He commanded Operation Opera, the air strike against the Iraqi Osirak nuclear reactor in 1981, and was a commanding officer in Operation Mole Cricket 19 during the 1982 Lebanon War. In the 1980s, Sella took a sabbatical to the United States to study, and earned an MA in computer science at New York University's Faculty of Computer Applications and Information Systems. While pursuing a PhD, Sella recruited Jonathan Pollard to spy for Israel. The US indicted Pollard on espionage charges in 1987. Pollard's Israeli handlers were granted immunity from prosecution in the United States in exchange for cooperation after Pollard's arrest. Sella's role, however, was unknown at the time and the Israelis were not forthcoming about his involvement. For this reason, Sella was not given immunity by the US when his role was uncovered. Israel then refused to extradite Sella for questioning. In March 1987 a Federal grand jury indicted Sella in absentia on three counts of espionage, with a maximum sentence of life imprisonment and a $500,000 fine. After Sella was promoted to Brigadier General and given command of Tel Nof Airbase, the U.S. Congress reacted by threatening to cut aid to Israel. U.S. officials in Israel were instructed to have no contact with Sella or with the airbase so long as he commanded it. Israel refused to relieve him of his duties, creating tensions. Sella then resigned to defuse US-Israel tensions, and was subsequently appointed an instructor at Israel's National Security College. Sella completed his PhD at Tel Aviv University's Faculty of Management and earned a degree in economics from the Hebrew University of Jerusalem. In 1990 he founded "Sibm", an IT company, which acted as a consultant on information systems. In September 2003, he sold his company - which had 40 employees - to Matrix ID Ltd and became director of strategic consulting at Matrix's Security Division. From 2005 to 2006, he served as chairman of the Adam Milo Institute in Jerusalem. He also became a business partner of Alexander Beer, a brewery based in the Emek Hefer Industrial Park.	
Equal	0	Abstract	In Paragraph	Sbj-Obj		Jenin	http://dbpedia.org/resource/Belly_(rapper)	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Jenin	Belly, is a Palestinian Canadian Juno Award-winning rapper, singer, songwriter and record producer. Born in Jenin	Ahmad Balshe (Arabic: أحمد بلشي‎‎) (born April 7, 1984), better known by his stage name Belly, is a Palestinian Canadian Juno Award-winning rapper, singer, songwriter and record producer. Born in Jenin, Palestine, his musical career has been based in Ottawa, Ontario. In addition to a Juno, he has won three MuchMusic Video Awards and has twice attained a top chart position in the national Much Music Countdown. Belly has written songs for many artists. His stage name was derived from the term "rebellious".	
Contains	0	Abstract	In Sentence	Sbj-Obj		Maccabi Haifa	http://dbpedia.org/resource/David_Levy_(footballer)	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Haifa	David Levy (Hebrew: דוד לוי‎‎; born 26 January 1963 in Haifa) is an Israeli former professional association footballer who was part of the 1988–89 championship squad at Maccabi Haifa	David Levy (Hebrew: דוד לוי‎‎; born 26 January 1963 in Haifa) is an Israeli former professional association footballer who was part of the 1988–89 championship squad at Maccabi Haifa.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Haifa	http://dbpedia.org/resource/David_Levy_(footballer)	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Haifa	David Levy (Hebrew: דוד לוי‎‎; born 26 January 1963 in Haifa	David Levy (Hebrew: דוד לוי‎‎; born 26 January 1963 in Haifa) is an Israeli former professional association footballer who was part of the 1988–89 championship squad at Maccabi Haifa.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Haifa	http://dbpedia.org/resource/Avishag_Zahavi	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Haifa	Avishag Kadman-Zahavi (Hebrew: אבישג זהבי‎‎) (born 1922 in Haifa	Avishag Kadman-Zahavi (Hebrew: אבישג זהבי‎‎) (born 1922 in Haifa) is an Israeli professor emeritus of Plant Physiology at The Volcani Center for Agricultural Research, Bet-Dagan, Israel. She is best known for her close collaboration with her husband Amotz Zahavi, who developed together with her the so-called Handicap principle, a sociobiological approach to the theory of natural selection. A lifelong naturalist, Avishag Kadman met Amotz Zahavi at the Hebrew University of Jerusalem during their studies in the field of biology and married him in 1954. Since then, besides following her own field of research, she has collaborated with Amotz in the study of the babblers and in the development of his ideas, often serving as the "devil's advocate". Her research interests are basic and applied aspects of the effects of light on plant development (photoperiodism, phytochrome, photomorphogenesis). Since her retirement Avishag Kadman-Zahavi has continued her research at the Yair center for agricultural research at Hatzeva. Avishag and Amotz Zahavi have two daughters and two grandchildren.	
Contains	0	Abstract	In Sentence	Sbj-Obj		FC Inter Turku	http://dbpedia.org/resource/Henri_Lehtonen	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Turku	Henri Lehtonen (born 28 July 1980) is a Finnish professional football who currently plays for FC Inter Turku	Henri Lehtonen (born 28 July 1980) is a Finnish professional football who currently plays for FC Inter Turku in the Finnish Premiership (Veikkausliiga).	
Equal	0	Abstract	In Sentence	Sbj-Obj		Haifa	http://dbpedia.org/resource/Tal_Banin	http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Haifa	Tal Banin (born March 7, 1971 in Kiryat Haim, Haifa	Tal Banin (born March 7, 1971 in Kiryat Haim, Haifa, Israel) is a retired football player and manager. Banin played as a defensive midfielder. A captain for the Israeli National Team for many years, Banin was also the only Israeli player to ever play in the Italian Serie A until 2011, when Palermo signed Eran Zahavi	
