number of equals =	1622
number of contains =	48
notInAbstractList =	8345
Appoaches:
	Sbj-Obj =	863
	Pronoun-Obj =	807
Extraction:
	In Sentence =	1534
	In Paragraph =	136
Blank Sentences =	4
Number of articles not found in 2016-10 wikipedia nif version =	33	James_%22Beg%22_Stewart,Mohammad_Said_Keruak,Cameron_%22Buck%22_Williams,Krzysztof_Mikołaj_%22the_Thunderbolt%22_Radziwiłł,Krzysztof_Mikołaj_%22the_Thunderbolt%22_Radziwiłł,C._E._%22Cap%22_Barham,Michał_Kazimierz_%22Rybeńko%22_Radziwiłł,William_%22Billy%22_Nungesser,Michał_Kazimierz_%22Rybeńko%22_Radziwiłł,C._H._%22Sammy%22_Downs,Priscilla_Paetsch,Priscilla_Paetsch,Howard_%22Bunny%22_Colvin,Helen_Giuliani,Yang_Ye__Yang_Ye__1,Yang_Ye__Yang_Ye__1,Marie_Hüni,David_Nevins_Sr.,Käte_Duncker,David_Nevins_Sr.,Grace_Hall_Hemingway,Belkis_Cuza_Malé,James_H._%22Jim%22_Brown,James_Earl_Carter_Sr.,James_Earl_Carter_Sr.,James_Earl_Carter_Sr.,James_Earl_Carter_Sr.,Temperance_%22Bones%22_Brennan,Mikołaj_Krzysztof_%22the_Orphan%22_Radziwiłł,John_%22Mad_Jack%22_Byron,Tuck),Tuck),Tuck),
Kind of Match	Section	Section Title	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	0	Abstract	In Sentence	Pronoun-Obj		George Mason VI	http://dbpedia.org/resource/George_Mason_V	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/George_Mason_VI	(**his=George Mason V**): His eldest son George Mason VI	George Mason V of Lexington (30 April 1753 – 5 December 1796) was a planter, businessman, and militia leader. Mason was the eldest son of United States patriot, statesman, and delegate from Virginia to the U.S. Constitutional Convention, George Mason IV and his wife Ann Eilbeck. He received his early education from private tutors at Gunston Hall and was given Lexington plantation on Mason's Neck by his father in 1774. In 1775, he named his plantation to commemorate the Battle of Lexington in Massachusetts. Mason joined the Fairfax County Independent Militia in 1775 and was elected Ensign. He developed a rheumatic disorder that plagued him for the remainder of his life. In 1776, he commanded a militia company sent to Hampton, Virginia to protect the coast from Lord Dunmore's assaults, but was forced to quit the military on account of his increasingly poor health. He travelled to France between 1779 and 1783 for business purposes and to improve his health. At his father's request, George Washington wrote Mason letters of introduction to the marquis de Lafayette and Benjamin Franklin in Paris. While in France, he settled in Nantes, where he became involved in the tobacco trade and occasionally arranged for shipments of goods to his father. Upon the death of his father in 1792, Mason inherited the entirety of Mason's Neck. He died four years later at Lexington, on 5 December 1796, after suffering from chronic ill health for his entire adult life. He was interred in the Mason family graveyard at Gunston Hall. In 1803, his widow Betsey married George Graham. His will divided Mason's Neck into two approximately equal tracts along a north-south axis from Causeway Point to Martin Cockburn's south boundary line. His eldest son George Mason VI received the eastern tract with the ownership privilege of either Lexington or Gunston Hall, of which he chose the latter. Another of his sons, William Eilbeck Mason, received the western half of the Neck.	
Equal	0	Abstract	In Sentence	Pronoun-Obj		Iichirō Hatoyama	http://dbpedia.org/resource/Kaoru_Hatoyama	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Iichirō_Hatoyama	(**she=Kaoru Hatoyama**): She was also known as the mother of Iichirō Hatoyama	Kaoru Hatoyama (鳩山 薫 Hatoyama Kaoru, 1888－1982) was an educator and an administrator, the schoolmaster of Kyoritsu Women's University, which had been founded by her mother-in-law, Haruko Hatoyama. She is well known as the wife of a politician, as the spouse of Ichirō Hatoyama, who was the 52nd, 53rd and 54th Prime Minister of Japan, serving terms from December 10, 1954 through December 23, 1956. She was also known as the mother of Iichirō Hatoyama, who was Japan's Foreign Minister from 1976 through 1977. After the elections of 2009, she has become more widely known as the grandmother of Prime Minister Yukio Hatoyama and his politician brother, Kunio Hatoyama.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Leverett Saltonstall	http://dbpedia.org/resource/Leverett_Saltonstall_I	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Leverett_Saltonstall	Saltonstall was a great-grandfather of Massachusetts Governor and U.S. Senator Leverett Saltonstall	Leverett Saltonstall (June 13, 1783 – May 8, 1845), was a member of the United States House of Representatives from Massachusetts who also served as Speaker of the Massachusetts House of Representatives, President of the Massachusetts Senate, the first Mayor of Salem, Massachusetts and a Member of the Board of Overseers of Harvard College. Saltonstall was a great-grandfather of Massachusetts Governor and U.S. Senator Leverett Saltonstall, 1892-1979.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Lois Kibbee	http://dbpedia.org/resource/Milton_Kibbee	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Lois_Kibbee	Kibbee and his daughter was actress Lois Kibbee	Milton Kibbee (January 27, 1896 – April 17, 1970) was an American film actor. He appeared in more than 360 films between 1933 and 1953. He was the brother of actor Guy Kibbee and his daughter was actress Lois Kibbee.	
Equal	0	Abstract	In Sentence	Pronoun-Obj		Ramesh Sippy	http://dbpedia.org/resource/G._P._Sippy	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Ramesh_Sippy	(**he=G. P. Sippy**): He is known for producing several popular Bollywood blockbusters such as Seeta Aur Geeta (1972), Shaan (1980), Saagar (1985), Raju Ban Gaya Gentleman and his magnum opus, Sholay (along with his son Ramesh Sippy	Gopaldas Parmanand Sippy (14 September 1914 British India – 25 December 2007 India) was a Bollywood movie producer and director. He was of Sindhi Hindu descent, with an original last name of Sipahimalani. He is known for producing several popular Bollywood blockbusters such as Seeta Aur Geeta (1972), Shaan (1980), Saagar (1985), Raju Ban Gaya Gentleman and his magnum opus, Sholay (along with his son Ramesh Sippy). He remained the President of the Film Federation of India (FFI) for many years, first 1972 - 73, 1985 – 86 and then 1988 - 1992. He was the Chairman of the Film and TV Producers Guild of India for several years, and won the Filmfare Award in 1968 and 1982.	
Equal	0	Abstract	In Sentence	Pronoun-Obj		Richard Boyd Barrett	http://dbpedia.org/resource/Sinéad_Cusack	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Richard_Boyd_Barrett	(**her=Sinéad Cusack**): her marriage she had given birth to another son, the Irish member of parliament Richard Boyd Barrett	Sinéad Moira Cusack (/ʃᵻˈneɪd/; born 18 February 1948) is an Irish stage, television and film actress. Her first acting roles were at the Abbey Theatre in Dublin, before moving to London in 1975 to join the Royal Shakespeare Company. She has received two Tony Award nominations: once for Best Leading Actress in Much Ado About Nothing (1985), and again for Best Featured Actress in Rock 'n' Roll (2008). Cusack married British actor Jeremy Irons in 1978, and together they have two sons: Samuel James (b. 1978), and Maximilian Paul (b. 1985). Prior to her marriage she had given birth to another son, the Irish member of parliament Richard Boyd Barrett (b. 1967), whom she put up for adoption. They have since been reunited, and Cusack has supported him in his political campaigns. Along with her husband, Cusack was named in a list of the biggest private financial donors to the British Labour Party in 1998.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Robert M. Morgenthau	http://dbpedia.org/resource/Henry_Morgenthau_Jr.	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Robert_M._Morgenthau	Morgenthau was the father of Robert M. Morgenthau	Henry Morgenthau Jr. (/ˈmɔːrɡənθɔː/; May 11, 1891 – February 6, 1967) was the U.S. Secretary of the Treasury during the administration of Franklin D. Roosevelt. He played a major role in designing and financing the New Deal. After 1937, while still in charge of the Treasury, he played the central role in financing US participation in World War II. He also played an increasingly major role in shaping foreign policy, especially with respect to Lend Lease, support for China, helping Jewish refugees, and proposing (in the "Morgenthau Plan") to prevent Germany from again being a military threat by wrecking its industry and mines. Morgenthau was the father of Robert M. Morgenthau, who was District Attorney of Manhattan for 35 years.	
Equal	0	Abstract	In Sentence	Pronoun-Obj		Rohan Sippy	http://dbpedia.org/resource/Ramesh_Sippy	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Rohan_Sippy	(**his=Ramesh Sippy**): His son Rohan Sippy	Ramesh Sippy (Sindhi: رمیش سپی‎) (born 23 January 1947) is an Indian film director, best known for directing the popular and critically acclaimed film Sholay. He is of Sindhi Hindu descent, with an original last name of Sipahimalani. He is a winner of the civilian honour of Padma Shri in 2013. Sippy's father was producer G. P. Sippy. His son Rohan Sippy is a film director. His daughter Sheena is married to Shashi Kapoor's son, Kunal Kapoor. Ramesh Sippy has been married twice; his current wife is actress Kiran Juneja.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Shyamlal Rajapaksa	http://dbpedia.org/resource/George_Rajapaksa	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Shyamlal_Rajapaksa	Rajapaksa is a current Member of Parliament and former Deputy Minister of Tourism and son Shyamlal Rajapaksa	George Rajapakse (25 December 1926 - 18 June 1976) was a Sri Lankan politician. He was the former Cabinet Minister of Health, Fisheries and a Member of Parliament. Educated at the Royal College Colombo he is the son of D. M. Rajapaksa, known as the "Lion of the Ruhuna", nephew of Don Alwin Rajapaksa, founder member of the SLFP, and cousin of Mahinda Rajapaksa. George Rajapaksa was never defeated at any election. He continued to win the Mulkirigala seat in parliament for the Sri Lanka Freedom Party for as long as he lived. After his death in 1976, his brother Lakshman Rajapaksa of the SLFP won the Mulkirigala seat at the by-election held to fill the vacant seat. His daughter Nirupama Rajapaksa is a current Member of Parliament and former Deputy Minister of Tourism and son Shyamlal Rajapaksa was a former Provincial Councilor and prosecutor for the International Criminal Tribunal for Rwanda.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Uriel Weinreich	http://dbpedia.org/resource/Max_Weinreich	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Uriel_Weinreich	Max Weinreich (22 April 1894 in Kuldīga, Russian Empire, now Latvia – 29 January 1969 in New York City, United States) was a linguist, specializing in sociolinguistics and the Yiddish language, and the father of the linguist Uriel Weinreich	Max Weinreich (22 April 1894 in Kuldīga, Russian Empire, now Latvia – 29 January 1969 in New York City, United States) was a linguist, specializing in sociolinguistics and the Yiddish language, and the father of the linguist Uriel Weinreich, who edited the Modern Yiddish-English English-Yiddish Dictionary.	
Equal	0	Abstract	In Sentence	Pronoun-Obj		Jens Arup Seip	http://dbpedia.org/resource/Hans_Kristian_Seip	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Jens_Arup_Seip	(**he=Hans Kristian Seip**): He is also known as the father of political scientist Jens Arup Seip	Hans Kristian Seip (6 November 1881 - 25 March 1945) was a Norwegian road engineer and politician for the Liberal Party. He spent most of his professional career in the Norwegian Public Roads Administration. As a politician he was Mayor of Bergen and County Governor of Sogn og Fjordane, and served two terms in the Norwegian Parliament. He is also known as the father of political scientist Jens Arup Seip.	
Equal	0	Abstract	In Sentence	Pronoun-Obj		Aubin-Edmond Arsenault	http://dbpedia.org/resource/Joseph-Octave_Arsenault	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Aubin-Edmond_Arsenault	(**his=Joseph-Octave Arsenault**): His son Aubin-Edmond Arsenault	Joseph-Octave Arsenault (August 5, 1828 – December 14, 1897) was a Canadian politician who was the first Acadian from Prince Edward Island to be named to the Canadian Senate. Born in Cascumpec, Prince Edward Island, the son of Mélème Arsenault and Bibienne Poirier, he was a teacher, and later the owner of several businesses, including two general stores and a fish company. In 1867, he was elected to the Legislative Assembly of Prince Edward Island for the riding of 3rd Prince and served for 28 years. In 1895, he was appointed to the Senate representing the senatorial division of Prince Edward Island. He served until his death in Abram-Village in 1897. In 1861, he married Gertrude Gaudet. They had nine children. His son Aubin-Edmond Arsenault was Premier of Prince Edward Island and his son Joseph-Félix Arsenault served in the provincial assembly. Arsenault played an important role in organizing the first two Acadian national conventions which were held in Memramcook, New Brunswick in 1881 and Miscouche, Prince Edward Island in 1884.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Joseph-Félix Arsenault	http://dbpedia.org/resource/Joseph-Octave_Arsenault	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Joseph-Félix_Arsenault	Arsenault was Premier of Prince Edward Island and his son Joseph-Félix Arsenault	Joseph-Octave Arsenault (August 5, 1828 – December 14, 1897) was a Canadian politician who was the first Acadian from Prince Edward Island to be named to the Canadian Senate. Born in Cascumpec, Prince Edward Island, the son of Mélème Arsenault and Bibienne Poirier, he was a teacher, and later the owner of several businesses, including two general stores and a fish company. In 1867, he was elected to the Legislative Assembly of Prince Edward Island for the riding of 3rd Prince and served for 28 years. In 1895, he was appointed to the Senate representing the senatorial division of Prince Edward Island. He served until his death in Abram-Village in 1897. In 1861, he married Gertrude Gaudet. They had nine children. His son Aubin-Edmond Arsenault was Premier of Prince Edward Island and his son Joseph-Félix Arsenault served in the provincial assembly. Arsenault played an important role in organizing the first two Acadian national conventions which were held in Memramcook, New Brunswick in 1881 and Miscouche, Prince Edward Island in 1884.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Jon Cryer	http://dbpedia.org/resource/David_Cryer	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Jon_Cryer	Cryer and his first wife, the songwriter Gretchen Cryer, are the parents of the actor Jon Cryer	Donald David Cryer (born March 8, 1936) is a veteran American stage, television and film actor and singer and one of the founders of San Francisco’s American Conservatory Theater which began in Pittsburgh and New York’s Mirror Repertory Theatre. In recent years, he is best known for the role of Firmin in The Phantom of the Opera, which he has played for nearly 19 years on the road and on Broadway. He has also played more performances of the Bernstein Mass, as The Celebrant (including at the Metropolitan Opera and the John F. Kennedy Center for the Performing Arts) and more performances as Juan Peron in Evita than any other actor. Cryer and his first wife, the songwriter Gretchen Cryer, are the parents of the actor Jon Cryer and his sister Robin Cryer Hyland. With his second wife, the dancer and actress Britt Swanson, he is the father of four children: Rachel, Daniel, Carolyn, and Bill. He has eight grandchildren.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Josh Kroenke	http://dbpedia.org/resource/Stan_Kroenke	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Josh_Kroenke	Kroenke Sports Enterprises, which includes the Denver Nuggets of the NBA, Colorado Avalanche of the NHL, Colorado Rapids of Major League Soccer, Colorado Mammoth of the National Lacrosse League and the Los Angeles Rams of the NFL (the Colorado sports properties are in the name of Josh Kroenke	Enos Stanley "Stan" Kroenke (/ˈkroʊŋki/; born July 29, 1947) is an American business entrepreneur. He is the owner of Kroenke Sports Enterprises, which includes the Denver Nuggets of the NBA, Colorado Avalanche of the NHL, Colorado Rapids of Major League Soccer, Colorado Mammoth of the National Lacrosse League and the Los Angeles Rams of the NFL (the Colorado sports properties are in the name of Josh Kroenke, one of his children, to satisfy NFL ownership restrictions that forbid a team owner from owning teams in other markets). Kroenke is also the largest shareholder of English football club Arsenal. Kroenke is named after St. Louis Cardinals Hall of Famers Enos Slaughter and Stan Musial. His wife, Ann Walton Kroenke, is the daughter of Walmart co-founder James Walton. Kroenke was estimated to be worth $US 8 billion by Forbes in 2016.	
Equal	0	Abstract	In Sentence	Pronoun-Obj		Karl Friedrich Knorre	http://dbpedia.org/resource/Ernst_Friedrich_Knorre	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Karl_Friedrich_Knorre	(**his=Ernst Friedrich Knorre**): His son Karl Friedrich Knorre	Ernst Christoph Friedrich Knorre (11 December 1759 – 1 December 1810) was a German-born astronomer who lived and worked in present-day Estonia as a founding professor of mathematics at the Universität Dorpat and chief observator for the Dorpat Observatory. His son Karl Friedrich Knorre and grandson Viktor Knorre were also notable astronomers. Recently NASA named an asteroid in honor of the three generations of Knorre astronomers.	
Equal	0	Abstract	In Sentence	Sbj-Obj		Viktor Knorre	http://dbpedia.org/resource/Karl_Friedrich_Knorre	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Viktor_Knorre	Knorre's father, Ernst Friedrich Knorre, and his son, Viktor Knorre	Karl Khristoforovich Friedrich Knorre; Russian: Карл Христофорович Кнорре (28 March 1801 – 29 August 1883) was a Russian astronomer of Baltic German ethnic origin who is best known for founding the Nikolayev Astronomical Observatory in 1827. Knorre's father, Ernst Friedrich Knorre, and his son, Viktor Knorre, were also prominent astronomers. Recently NASA named an asteroid in honor of the three generations of Knorre astronomers.	
Equal	0	Abstract	In Sentence	Pronoun-Obj		Warren Davis Folkes	http://dbpedia.org/resource/Cheston_Folkes	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Warren_Davis_Folkes	(**his=Cheston Folkes**): His son, Warren Davis Folkes	Cheston Folkes (September 27, 1863 – June 10, 1941) was a farmer from St. Francisville, Louisiana, who served in the Louisiana House of Representatives for West Feliciana Parish in three nonconsecutive stints from 1908 to 1920, 1924 to 1932, and 1936 to 1940. His son, Warren Davis Folkes of St. Francisville, also served in the state House, nonconsecutively, from 1944 to 1955 and 1968 to 1976 and in the Louisiana State Senate from 1955 to 1968. Folkes was the son of Advill Folkes (1820-1875) and the former Elizabeth Rabon, who died in 1868 when he was five years of age. Folkes and his wife, the former Jessie Davis (1865-1938), a native of West Feliciana Parish, had six other children: Lucy Folkes Reid (1890-1984), Jessie Davis Folkes Williams (1891-1986), Cheston D. Folkes (1893-1970), Mary Converse Folkes Pitcher (1895-1990), Feltus Barrow Folkes (1899-1974), and Lawrence Folkes (1904-1939). Folkes, his wife, and other family members are interred at the Grace Episcopal Church Cemetery in St. Francisville.	
